"Empire","City","Pop","Tax","Prosperity_Regional","Prosperity_National","Road_Level","Terrain","Literacy","War_Population","Trade","Capital","Special_Mod","Healthcare_Spending","Pop_Tax","Pop_Growth_Mod","Colonial_Boost","Resource_Income","Resource_Boost","Tax_Base_Industry","Special_Economic_Notes","Net_Prosperity","Net_Income","Resources_Notes"
"Calimshan","Ankhapur",4699,"0.05","0.00","0.00","0.05","0.15","0.01","","0.00","","","0.00","0.00","0.10","","","0.00","200.00","low medieval industry, trade 1, all Thri-kreen pop",0.060000000000000005,49809.4,""
"Calimshan","Rusthorn",1792,"0.05","0.00","0.00","0.05","0.15","0.01","","0.00","","","0.00","-0.05","0.12","","","0.00","200.00","low medieval industry, trade 1, all asabi pop",0.01,18099.2,""
"Calimshan","Harad",22797,"0.05","0.00","0.00","0.05","-0.10","0.01","","0.00","","","0.00","","","","","0.00","300.00","medium medieval industry, trade 1",0.060000000000000005,362472.30000000005,""
"Calimshan","Umbar",53153,"0.05","0.00","0.00","0.00","0.15","0.01","","0.10","0.10","","0.00","","","","","0.00","350.00","Nat capital, high medieval industry, trade 3,",0.21000000000000002,1125514.775,""
"Calimshan","Peleveran",559436623,"0.05","0.00","0.00","0.05","0.15","0.01","","0.00","","","0.00","-0.05","-0.20","","500000.00","0.05","200.00","low medieval industry, trade 1, all Loxo pop",0.01,5650309892.3,"large coal"
"Castle Perilous","Castle Perilous",56256,"0.01","0.00","0.00","0.00","0.15","0.01","","0.00","0.10","","0.00","-0.10","5.00","","","0.00","200.00","Nat capital, low medieval industry, trade 1, all orcish pops",0.01,113637.12,""
"Castle Perilous","Obscurum",11199,"0.01","0.00","0.00","0.00","0.15","0.01","","0.00","","","0.00","-0.10","5.00","","","0.00","200.00","low medieval industry, trade 1, all orcish pops",-0.09000000000000001,20382.18,""
"Cecilia","Cecilia",1216,"0.10","-0.05","-0.05","0.05","0.00","0.01","","","0.10","","0.00","","","","","0.00","200.00","nat capital, low medieval, trade 1",0.060000000000000005,25779.2,""
"Cecilia","Tobacco",471,"0.10","-0.05","-0.05","0.05","0.05","0.01","","","","","0.00","","","","","0.00","200.00","low medieval, trade 1",-0.04,9043.199999999999,""
"Cecilia","Smoke",606,"0.10","-0.05","-0.05","0.05","0.00","0.01","","","","","0.00","","","","","0.00","200.00","low medieval, trade 2",-0.04,11635.199999999999,""
"Cecilia","Get",379,"0.10","-0.05","-0.05","0.05","0.00","0.01","","","","","0.00","","","","","0.00","200.00","low medieval, trade 3",-0.04,7276.8,""
"Cecilia","Out",152,"0.10","-0.05","-0.05","0.05","0.00","0.01","","","","","0.00","","","","","0.00","200.00","low medieval, trade 4",-0.04,2918.4,""
"Cecilia","Ofmy",152,"0.10","-0.05","-0.05","0.05","0.00","0.01","","","","","0.00","","","","","0.00","200.00","low medieval, trade 5",-0.04,2918.4,""
"Cecilia","Head",77,"0.10","-0.05","-0.05","0.05","0.00","0.01","","","","","0.00","","","","","0.00","200.00","low medieval, trade 6",-0.04,1478.3999999999999,""
"Chiefdom of Urgblog","Urgby",9511,"0.10","0.00","0.00","0.05","0.15","0.01","","0.05","0.10","","0.00","0.05","-0.10","","","0.00","300.00","nat capital, medium medieval industry, trade 2, all orog pop",0.26,359515.8,""
"Chiefdom of Urgblog","Glona",1577,"0.10","0.00","0.00","0.05","0.15","0.01","","","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all orog pop",0.11,35009.4,""
"Chiefdom of Urgblog","Zhark",3152,"0.10","0.00","0.00","0.05","0.15","0.01","","","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all orog pop",0.11,69974.40000000001,""
"Chiefdom of Urgblog","Gahross",789,"0.10","0.00","0.00","0.05","0.15","0.01","","","","","0.00","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all orog pop",0.11,17515.800000000003,""
"Darchar","Okarthel",12983,"0.10","0.15","0.10","0.10","0.15","0.01","","0.10","0.10","","0.00","0.20","-0.40","","","0.00","350.00","nat capital, high medieval, trade 3, bluespawn",0.76,799752.8,""
"Darchar","Zlaham",8569,"0.10","0.15","0.10","0.10","0.15","0.01","","0.00","","","0.00","","","","","0.00","200.00","low medieval industry, trade 1, all greenspawn",0.36,233076.8,""
"Darchar","Eimgan",3428,"0.10","0.15","0.10","0.10","0.15","0.01","","0.00","","","0.00","","","","","0.00","200.00","low medieval industry, trade 1, all greenspawn",0.36,93241.59999999999,""
"Darchar","Vrogas",4331,"0.10","0.15","0.10","0.10","0.10","0.01","","0.00","","","0.00","0.10","-0.20","","","0.00","200.00","low medieval industry, trade 1, all redspawn",0.45999999999999996,126465.2,""
"Darchar","Kurg",18757378985,"0.10","0.15","0.10","0.10","0.10","0.01","","0.00","","","0.00","0.10","-0.20","","8800000.00","0.88","200.00","low medieval industry, trade 1, all redspawn",0.45999999999999996,547715466362,"large beskar, gems"
"Darchar","Plestead",1232,"0.10","0.15","0.10","0.10","0.10","0.01","","0.00","","","0.00","0.20","-0.40","","","0.00","200.00","low medieval industry, trade 1, bluespawn",0.56,38438.4,""
"Darchar","Strapus",617605707,"0.10","0.15","0.10","0.10","0.10","0.01","","0.05","","","0.00","0.20","-0.40","","200000.00","0.02","200.00","low medieval industry, trade 2, bluespawn",0.61,19886903765.399998,"large copper"
"Darchar","Sranta",1232,"0.10","0.15","0.10","0.10","0.10","0.01","","0.00","","","0.00","0.20","-0.40","","","0.00","200.00","low medieval industry, trade 1, bluespawn",0.56,38438.4,""
"Darchar","Qrens",10595,"0.10","0.05","0.10","0.10","0.05","0.01","","0.10","","","0.00","-0.15","0.30","","","0.00","300.00","medium medieval industry, trade 3, kobold",0.21,384598.5,""
"Darchar","Trinas",16324,"0.10","0.05","0.10","0.10","0.15","0.01","","0.10","","","0.00","-0.15","0.30","","","0.00","300.00","medium medieval industry, trade 3, kobold",0.21,592561.2,""
"Darchar","Gremouth",3411,"0.10","0.05","0.10","0.10","0.15","0.01","","0.00","","","0.00","","","","","0.00","200.00","low medieval industry, trade 1, greenspawn",0.26,85957.2,""
"Darchar","Arcgend",8527,"0.10","0.05","0.10","0.10","0.15","0.01","","0.00","","","0.00","","","","","0.00","300.00","medium medieval, trade 2, all greenspawn",0.26,322320.6,""
"Darchar","Duby",3411,"0.10","0.05","0.10","0.10","0.15","0.01","","0.00","","","0.00","","","","","0.00","200.00","low medieval, trade 1, all greenspawn",0.26,85957.2,""
"Darchar","Troit",15462,"0.10","0.05","0.10","0.10","0.15","0.01","","0.10","0.05","","0.00","","","","","0.00","300.00","medium medieval, trade 3, all greenspawn",0.41,654042.6,""
"Darchar","Troria",5117,"0.10","0.05","0.10","0.10","0.15","0.01","","0.00","","","0.00","","","","","0.00","200.00","low medieval, trade 1, all greenspawn",0.26,128948.4,""
"Darchar","Drona",2559,"0.10","0.05","0.10","0.10","0.15","0.01","","0.00","","","0.00","","","","","0.00","200.00","low medieval, trade 1, all greenspawn",0.26,64486.8,""
"Dragon Slayer Coalition","Iriaebor",62717711743,"0.10","0.05","0.05","0.10","0.15","0.01","","0.05","0.10","","0.00","","","","2000000.00","0.20","350.00","nat capital, high medieval industry, trade 2",0.36,2985363078966.8,"large iron, black opal"
"Dragon Slayer Coalition","Berdusk",93964257838,"0.10","0.05","0.05","0.10","0.00","0.01","","0.05","","","0.00","","","","8900000.00","0.89","300.00","medium medieval industry, trade 2",0.26,3551848946276.4,"large beskar, low mithril"
"Dragon Slayer Coalition","Zhentil Fortress",1536,"0.10","0.05","0.05","0.10","0.00","0.01","","","","","0.00","","","","","0.00","200.00","low medieval industry, trade 1",0.21000000000000002,37171.2,""
"Dragon Slayer Coalition","Helmsport",5566,"0.10","0.05","0.05","0.10","0.05","0.01","","","","","0.00","","","","","0.00","200.00","low medieval industry, trade 1",0.21000000000000002,134697.19999999998,""
"Dragon Slayer Coalition","Patayang",1536,"0.10","0.05","0.05","0.10","0.00","0.01","","","","","0.00","","","","","0.00","200.00","low medieval industry, trade 1",0.21000000000000002,37171.2,""
"Dragon Slayer Coalition","Svardborg",1551,"0.10","0.05","0.05","0.10","0.00","0.01","","","","","0.00","","","","","0.00","200.00","low medieval industry, trade 1",0.21000000000000002,37534.2,""
"Duistern","Duistern",5054,"0.10","0.15","0.15","0.00","0.20","0.05","","0.00","0.10","0.15","0.00","0.08","-0.10","","","0.00","300.00","nat capital, medium medieval industry, trade 1, all star elf pop, Cities of Light Portal Network",0.68,254721.60000000003,""
"Duistern","Helder",834,"0.10","0.15","0.15","0.00","0.20","0.05","","0.00","","0.15","0.00","0.08","-0.10","","","0.00","200.00","low medieval industry, trade 1, all star elves, Cities of Light Portal Network",0.58,26354.4,""
"Duistern","Oxstar",164,"0.10","0.15","0.15","0.00","0.20","0.05","","0.00","","0.15","0.00","0.08","-0.10","","","0.00","200.00","low medieval industry, trade 1, all star elves, Cities of Light Portal Network",0.58,5182.400000000001,""
"Duistern","Raito",839,"0.10","0.15","0.15","0.00","0.20","0.05","","0.00","","0.15","0.00","0.08","-0.10","","","0.00","200.00","low medieval industry, trade 1, all star elves, Cities of Light Portal Network",0.58,26512.4,""
"Free Cities League","Yorknew City",239820,"0.30","0.25","0.00","0.20","0.15","0.08","","0.15","0.10","0.05","0.20","","","","","0.00","650.00","Nat Capital, high modern industry, trade 4",0.83,85579767,""
"Free Cities League","Chicago",140252,"0.30","0.25","0.00","0.20","0.15","0.08","","0.10","","","0.20","","","","","0.00","650.00","High modern industry, trade 3",0.63,44579098.199999996,""
"Free Cities League","Corning",11652,"0.30","0.25","0.00","0.20","0.15","0.08","","0.05","","","0.20","","","","","0.00","500.00","low modern industry, trade 2",0.58,2761524,""
"Free Cities League","Troy",23035,"0.30","0.25","0.00","0.20","0.10","0.08","","0.05","","","0.20","","","","","0.00","600.00","medium modern industry, trade 2",0.58,6551154,""
"Free Cities League","Ithaca",7368,"0.30","0.25","0.00","0.20","0.10","0.08","","0.00","","","0.20","","","","","0.00","500.00","low modern industry, trade 1",0.53,1690956,""
"Free Cities League","Lewiston",2456259481,"0.30","0.25","0.00","0.20","0.00","0.08","","0.00","","","0.20","","","","1200000.00","0.12","500.00","low modern industry, trade 1",0.53,563711550889.5,"huge tunsgten (1920), large aluminum (1920)"
"Free Cities League","Albany",44270131875,"0.30","0.25","0.00","0.20","0.10","0.08","","0.00","","","0.20","","","","2500000.00","0.25","500.00","low modern industry, trade 1",0.53,10159995265312.5,"large platinum (1920)"
"Free Cities League","Binghamton",4764,"0.30","0.25","0.00","0.00","0.05","0.08","","0.05","","","0.20","","","","","0.00","500.00","low modern industry, trade 2",0.38,986147.9999999999,""
"Free Cities League","Augusta",120234832297,"0.30","0.05","0.00","0.20","-0.10","0.08","","0.05","","","0.20","","","","3300000.00","0.33","600.00","medium modern industry, trade 2",0.38,29866332342574.797,"large gems (1900), oil (1900)"
"Free Cities League","July",53712549731,"0.30","0.05","0.00","0.20","-0.10","0.08","","0.05","0.05","","0.20","","","","1150000.00","0.12","600.00","reg capital, medium modern industry, trade 2",0.43,13825610300759.398,"moderate copper (1900), oil (1900)"
"Free Cities League","October",3710,"0.30","0.05","0.00","","0.05","0.08","","0.05","","","0.20","","","","","0.00","500.00","low modern industry, trade 2",0.18,656670,""
"Free Cities League","Alabasta",52699357476,"0.30","0.05","0.00","0.20","-0.10","0.08","","0.05","","","0.20","","","","2250000.00","0.23","600.00","medium modern industry, trade 2",0.38,13090520397038.398,"large iron (1900), tungsten (1900), moderate oil (1900)"
"Free Cities League","Buffalo",7794,"0.30","0.05","0.00","0.20","-0.10","0.08","","0.00","","","0.20","","","","","0.00","500.00","low modern industry, trade 1",0.33,1554903,""
"Free Cities League","Mos Eisley",2448,"0.30","0.05","0.00","0.20","-0.10","0.08","","0.05","","","0.20","","","","","0.00","500.00","low modern industry, trade 2",0.38,506735.99999999994,""
"Free Cities League","New Yorknew (CAP 500k)",19459,"0.30","-0.10","0.00","0.10","0.05","0.08","","0.05","","","0.20","","","17.50","","0.00","500.00","low modern industry, trade 2",0.13,3298300.4999999995,""
"Free Cities League","New Chicago",6018,"0.30","-0.10","0.00","0.05","-0.05","0.08","","0.00","","","0.20","","","17.50","","0.00","500.00","low modern industry, trade 1",0.03,929781,""
"Free Cities League","Baltimore",192,"0.30","-0.10","0.00","0.05","-0.05","0.08","","0.00","","","0.20","","","17.50","","0.00","500.00","low modern industry, trade 2",0.03,29664,""
"Free Cities League","Troy",192,"0.30","-0.10","0.00","0.05","-0.05","0.08","","0.00","","","0.20","","","17.50","","0.00","500.00","low modern industry, trade 3",0.03,29664,""
"Free Cities League","Cleveland",194,"0.30","-0.10","0.00","0.05","0.10","0.08","","0.00","","","0.20","","","17.50","","0.00","500.00","low modern industry, trade 4",0.03,29973,""
"Free Cities League","Nimrodel",7121,"0.30","-0.10","0.00","0.05","0.15","0.08","","0.00","","","0.20","0.05","-0.10","","","0.00","500.00","low modern industry, trade 1, all elven pop",0.08,1153602,""
"Free Cities League","Sirion",1781,"0.30","-0.10","0.00","0.05","0.15","0.08","","0.00","","","0.20","0.05","-0.10","","","0.00","500.00","low modern industry, trade 1, all elven pop",0.08,288522,""
"Free Cities League","Syracuse",10495,"0.30","-0.15","0.00","","0.05","0.08","","0.05","0.05","","0.20","0.05","-0.10","","","0.00","500.00","reg capital, low modern industry, trade 2, large elf pop",0.08000000000000002,1700190,""
"Free Cities League","Auburn",20853,"0.30","-0.15","0.00","0.15","0.10","0.08","","0.00","","","0.20","0.05","-0.10","","","0.00","500.00","low modern industry, trade 1, large elf pop",0.13,3534583.4999999995,""
"Free Cities League","Utica",19288,"0.30","-0.15","0.00","0.15","0.05","0.08","","0.00","","","0.20","0.05","-0.10","","","0.00","600.00","medium modern industry, trade 1, large elf pop",0.13,3923179.1999999997,""
"Free Cities League","Galdor",99436,"0.30","-0.15","0.00","0.15","0.15","0.02","","0.00","","","0.20","0.05","-0.10","","","0.00","650.00","high modern industry, trade 1, all elven pop",0.07,20747321.400000002,""
"Free Cities League","Falas",4572,"0.30","-0.15","0.00","0.15","0.00","0.02","","0.05","","","0.20","0.05","-0.10","","","0.00","500.00","low modern industry, trade 2, all elven pop",0.12000000000000001,768096.0000000001,""
"Free Cities League","Hithlum",36474,"0.30","-0.15","0.00","0.15","0.00","0.02","","0.05","","0.10","0.20","0.05","-0.10","","","0.00","600.00","medium modern industry, trade 2, all elven pop, unique spices",0.22,8009690.399999999,""
"Free Cities League","Lomin",55697,"0.30","-0.15","0.00","0.15","0.00","0.02","","0.05","","","0.20","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 2, all elven pop",0.12000000000000001,3742838.4000000004,""
"Free Cities League","Nan-Tathren",18458,"0.30","-0.15","0.00","0.15","-0.10","0.02","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.02,1129629.6,""
"Free Cities League","Balar",3242,"0.30","-0.15","0.00","","0.00","0.02","","0.05","","","0.20","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 2, all elven pop",-0.02999999999999999,188684.4,""
"Free Cities League","Lammoth",14573770773,"0.30","-0.15","0.00","0.15","0.00","0.02","","0.00","","","0.20","0.05","-0.10","","250000.00","0.03","300.00","medium medieval industry, trade 1, all elven pop",0.07,1403454125439.9001,"moderate iron (1920)"
"Free Cities League","Beacon",57479,"0.30","-0.15","0.00","0.15","0.05","0.08","","0.05","","0.10","0.20","0.05","-0.10","","","0.00","300.00","medium medieval industry, trade 2, large elf Pop, unique spices",0.28,6621580.8,""
"Free People of Zahard","Zahard City",546052849,"0.05","0.00","0.00","0.00","-0.15","0.03","","0.00","0.10","","2.00","","","","5250000.00","0.53","500.00","nat capital, low modern industry, trade 1,",0.13,15425992984.249998,"huge sakuradite, anti-magicite, large gold, adamantium"
"Gracklstun Kingdom","Dolblunde",40138862635,"0.10","0.05","0.00","0.05","0.15","0.01","","0.05","0.10","","0.00","-0.05","0.10","","4800000.00","0.48","300.00","nat capital, medium medieval, trade 2, all deep gnomes",0.21000000000000002,1457040713650.5,"large coal, gems, low mithril"
"Gracklstun Kingdom","Blingdenstone",5314664472,"0.10","0.05","0.00","0.05","0.15","0.01","","","","","0.00","-0.05","0.10","","1700000.00","0.17","200.00","low medieval industry, trade 1, all deep gnomes",0.060000000000000005,112670886806.40001,"large aluminum, copper, small adamantium"
"Gracklstun Kingdom","Fracnard",2270080338,"0.10","0.05","0.00","0.05","0.15","0.01","","","","","0.00","-0.05","0.10","","1700000.00","0.17","200.00","low medieval industry, trade 1, all deep gnomes",0.060000000000000005,48125703165.600006,"large iron, copper, small platinum"
"Gracklstun Kingdom","Wrolsey",1305,"0.10","-0.05","0.00","0.05","0.00","0.01","","","","","0.00","-0.05","0.10","","","0.00","200.00","low medieval industry, trade 1, all deep gnomes",-0.04,25056,""
"Gracklstun Kingdom","Wrosa",2431,"0.10","-0.05","0.00","0.05","0.00","0.01","","","","","0.00","-0.05","0.10","","","0.00","200.00","low medieval industry, trade 1, all deep gnomes",-0.04,46675.2,""
"Gracklstun Kingdom","Rebus",4900,"0.10","-0.05","0.00","0.05","0.00","0.01","","0.05","0.05","","0.00","-0.05","0.10","","","0.00","200.00","reg capital, low medieval, trade 1, all deep gnome",0.060000000000000005,103880,""
"High Empire of Laputarches","Laputa (5m cap) (2m city x2)",53048,"0.05","0.25","0.15","","0.40","0.10","","0.00","0.10","0.38","2.20","0.20","","","","0.00","650.00","Nat Capital, High modern industry, trade 1, Hyper-Extreme Technology, Aerial Transportation, City of Dragons (3%), Magical Machinery (Coming?), Portal Nexus (Coming), University of Laputa x2 (Coming), Insect Slave Labor (Coming)",1.1800000000000002,3758450.8000000003,""
"High Empire of Laputarches","Aerestar (100k Cap)",453,"0.05","0.25","0.15","","0.40","0.10","","0.00","","0.20","2.20","0.20","","","","0.00","500.00","low modern industry, trade 1, aerial transportation",0.9,21517.5,""
"High Empire of Laputarches","Volaris (100k cap)",431,"0.05","0.25","0.15","","0.40","0.10","","0.00","","0.20","2.20","0.20","","","","0.00","500.00","low modern industry, trade 1, aerial transportation",0.9,20472.5,""
"High Empire of Laputarches","Das Vatican (100k cap)",411,"0.05","0.25","0.15","","0.40","0.10","","0.00","","0.20","2.20","0.20","","","","0.00","500.00","low modern industry, trade 1, aerial transportation",0.9,19522.5,""
"High Empire of Laputarches","Tempestus (2m cap)",192,"0.05","0.25","0.15","","0.40","0.10","","0.00","","0.20","2.20","0.20","","15.00","","0.00","500.00","low modern industry, trade 1, aerial transportation",0.9,9120,""
"High Empire of Laputarches","Mistral (2m cap)",230,"0.05","0.25","0.15","","0.40","0.10","","0.00","","0.20","2.20","0.20","","15.00","","0.00","500.00","low modern industry, trade 1, aerial transportation",0.9,10925,""
"High Empire of Laputarches","Azuros (2m Cap)",276,"0.05","0.25","0.15","","0.40","0.10","","0.00","","0.20","2.20","0.20","","15.00","","0.00","500.00","low modern industry, trade 1, aerial transportation",0.9,13110,""
"High Empire of Laputarches","Vinbuhr",10602194,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","900000.00","0.90","500.00","low modern industry, trade 1, all dwarven",0.54,816368938,"large iron (1925), copper (1925), aluminum (1925)"
"High Empire of Laputarches","Thongrun",83430203,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","6750000.00","6.75","500.00","low modern industry, trade 1, all dwarven",0.54,6424125631,"large seastone (1925) moderate biest stone (1925)"
"High Empire of Laputarches","Daldorth",60950200,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","5000000.00","5.00","500.00","low modern industry, trade 1, all dwarven",0.54,4693165400,"large black opal (1925), jacinth (1925), black sapphire (1925)"
"High Empire of Laputarches","Kerlodir",23780195,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","2000000.00","2.00","500.00","low modern industry, trade 1, all dwarven",0.54,1831075015,"moderate anti-magicite (1925), platinum (1925), tungsten (1925)"
"High Empire of Laputarches","Tirol",8500165,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","850000.00","0.85","500.00","low modern industry, trade 1, all dwarven",0.54,654512705,"INFINITE HUGE SILVER"
"High Empire of Laputarches","Girarum",48360199,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","4000000.00","4.00","500.00","low modern industry, trade 1, all dwarven",0.54,3723735323,"huge sakuradite, large oil (1925), damestear (1925)"
"High Empire of Laputarches","Himduar",192,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","","0.00","500.00","low modern industry, trade 1, all dwarven",0.54,14784,"huge beskar (1925), moderate mithril (1925),"
"High Empire of Laputarches","Herthiad",29850196,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","2500000.00","2.50","500.00","low modern industry, trade 1, all dwarven",0.54,2298465092,"large shou lung (1925), gold (1925)"
"High Empire of Laputarches","Hankahldur",192,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","","0.00","500.00","low modern industry, trade 1, all dwarven",0.54,14784,"huge mithril (1925)"
"High Empire of Laputarches","Giledur",192,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","","0.00","500.00","low modern industry, trade 1, all dwarven",0.54,14784,"dracostone source (1925)"
"High Empire of Laputarches","Vilboldir",192,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","","0.00","500.00","low modern industry, trade 1, all dwarven",0.54,14784,"moderate beskar (1925), mithril (1925)"
"High Empire of Laputarches","Dhighgon",20755195,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","1750000.00","1.75","500.00","low modern industry, trade 1, all dwarven",0.54,1598150015,"moderate coal (1925), damestear (1925)"
"High Empire of Laputarches","Elysia",7050193,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","600000.00","0.60","500.00","low modern industry, trade 1, all dwarven",0.54,542864861,"Wachstum Source (1925), large silver (1925)"
"High Empire of Laputarches","Sanrilla",29850196,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","2500000.00","2.50","500.00","low modern industry, trade 1, all dwarven",0.54,2298465092,"large oil, Low adamantium (1925)"
"High Empire of Laputarches","Velaria",2342192,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","200000.00","0.20","500.00","low modern industry, trade 1, all dwarven",0.54,180348784,"large copper (1925), Blacksteel/aetherium (1925)"
"High Empire of Laputarches","Kharndorth",21366195,"0.10","0.10","0.15","0.15","-0.15","0.04","","0.00","","","0.20","0.10","-0.20","15.00","1800000.00","1.80","500.00","low modern industry, trade 1, all dwarven",0.54,1645197015,"large gems (1925), sakuradite (1925)"
"High Empire of Laputarches","Erebor",10076163159323,"0.10","0.25","0.15","0.20","0.15","0.04","","0.15","0.05","0.10","0.20","0.10","-0.20","","30600000.00","3.06","700.00","Reg Capital, high very modern industry, trade 4, all dwarven pop, Greatest City of Dwarves",1.0400000000000003,1438876099151324.5,"huge mithril (1925), gold (1925), silver (1925), large gems (1925), iron (1925), copper (1925), tungsten (1925), aetherium (1925), blacksteel (1925), moderate sakuradite low beskar (1925),"
"High Empire of Laputarches","Laketown",24488984388,"0.10","0.25","0.15","0.20","0.10","0.04","","0.10","","","0.20","","","","1500000.00","0.15","600.00","medium modern industry, trade 3,",0.7400000000000001,2556649970107.2,"large oil (1925)"
"High Empire of Laputarches","Dale",99443,"0.10","0.25","0.15","0.20","0.10","0.04","","0.10","","","0.20","","","","","0.00","600.00","medium modern industry, trade 3,",0.7400000000000001,10381849.200000001,""
"High Empire of Laputarches","Mont Ferrum",2945865114,"0.10","0.25","0.15","0.15","0.15","0.04","","0.00","","","0.20","0.10","-0.20","","2300000.00","0.23","300.00","medium medieval industry, trade 1, all dwarven pop",0.6900000000000001,149355361279.8,"large iron, gems"
"High Empire of Laputarches","Vale",17373021254,"0.10","0.25","0.15","0.15","0.15","0.04","","0.00","","","0.20","0.10","-0.20","","16350000.00","1.64","200.00","low medieval industry, trade 1, all dwarven pop",0.6900000000000001,587208118385.2,"large mithril, jacinth, moderate silver"
"High Empire of Laputarches","Bierg",58677263420,"0.10","0.25","0.15","0.15","0.15","0.04","","0.00","","","0.20","0.10","-0.20","","11500000.00","1.15","500.00","low modern industry, trade 1, all dwarven pop",0.6900000000000001,4958228758990,"large gold (1925), low beskar (1925), mithril (1925)"
"High Empire of Laputarches","Moria",6973567970377,"0.10","0.25","0.15","0.20","0.15","0.04","","0.15","0.05","","0.20","0.10","-0.20","","30250000.00","3.03","700.00","Reg Capital, very high modern industry, trade 4, all dwarven pop",0.9400000000000002,947010530377196.6,"huge mithril (1925), gold (1925), silver (1925), iron (1925), moderate tungsten (1925), aluminum (1925), black sapphire (1925) low beskar (1925)"
"High Empire of Laputarches","Kazar Ankor",39287229787,"0.10","0.25","0.15","0.20","0.15","0.04","","0.00","","","0.20","0.10","-0.20","","3750000.00","0.38","500.00","low modern industry, trade 1, all dwarven pop",0.7400000000000001,3417988991469.0005,"huge coal (1925), platinum (1925)"
"High Empire of Laputarches","Gundabad",607207139272,"0.10","0.25","0.15","0.10","0.15","0.04","","0.05","","","0.20","0.10","-0.20","","10300000.00","1.03","650.00","high modern industry, trade 2, all dwarven pop",0.6900000000000001,66701704249029.195,"large gems (1925), jacinths (1925), damestear (1925) moderate iron (1925), copper (1925), low shou lung (1925), black opal (1925)"
"High Empire of Laputarches","King's Hall",6449,"0.10","0.15","0.15","0.10","0.15","0.04","","0.05","","","0.20","0.05","-0.10","","","0.00","300.00","medium medieval industry, trade 2, all elven pop",0.54,297943.8,""
"High Empire of Laputarches","Myth Silva",1287,"0.10","0.15","0.15","0.10","0.15","0.04","","0.00","","","0.20","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.49,38352.6,""
"High Empire of Laputarches","Caras Galadhon",2580,"0.10","0.15","0.15","0.10","0.15","0.04","","0.00","0.05","","0.20","0.05","-0.10","","","0.00","200.00","reg capital, low medieval industry, trade 1, all elven pop",0.54,79464,""
"High Empire of Laputarches","Myth Endorium",268,"0.10","0.15","0.15","0.10","0.10","0.04","","0.00","","","0.20","0.05","-0.10","","","0.00","200.00","low medieval industry, trade 1, all elven pop",0.49,7986.4,""
"High Empire of Laputarches","Rhun",62474,"0.10","0.10","0.15","0.10","0.15","0.04","","0.05","0.05","","0.20","","","","","0.00","350.00","Reg capital, high medieval industry, trade 2",0.48999999999999994,3258019.1,""
"High Empire of Laputarches","Khun",9714,"0.10","0.10","0.15","0.10","0.15","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.38999999999999996,270049.19999999995,""
"High Empire of Laputarches","Thun",1944,"0.10","0.10","0.15","0.10","0.15","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.38999999999999996,54043.2,""
"High Empire of Laputarches","Edoras",6232,"0.10","0.15","0.15","0.10","0.10","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.44,179481.6,""
"High Empire of Laputarches","Theodenville",567,"0.10","0.15","0.15","0.10","0.10","0.04","","0.00","","","0.20","","","","","0.00","200.00","low medieval industry, trade 1",0.44,16329.599999999999,""
